Date,Close
2018-06-26,10764.05
2018-06-27,10667.45
2018-06-28,10593.9
2018-06-29,10711.4
2018-07-02,10651.75
2018-07-03,10707.85
2018-07-04,10771.65
2018-07-05,10753.4
2018-07-06,10770.0
2018-07-09,10851.05
2018-07-10,10947.1
2018-07-11,10942.2
2018-07-12,11015.3
2018-07-13,11021.95
2018-07-16,10940.7
2018-07-17,11015.15
2018-07-18,10983.45
2018-07-19,10967.2
2018-07-20,11011.95
2018-07-23,11079.05
2018-07-24,11133.15
2018-07-25,11122.9
2018-07-26,11184.25
2018-07-27,11273.6
2018-07-30,11312.9
2018-07-31,11357.25
2018-08-01,11321.35
2018-08-02,11238.15
2018-08-03,11362.25
2018-08-06,11389.25
2018-08-07,11389.1
2018-08-08,11455.2
2018-08-09,11471.1
2018-08-10,11421.3
2018-08-13,11363.35
2018-08-14,11433.7
2018-08-16,11391.2
2018-08-17,11465.55
2018-08-20,11554.55
2018-08-21,11571.25
2018-08-23,11578.5
2018-08-24,11556.3
2018-08-27,11696.8
2018-08-28,11743.75
2018-08-29,11686.95
2018-08-30,11679.55
2018-08-31,11675.45
2018-09-03,11571.05
2018-09-04,11523.15
2018-09-05,11471.3
2018-09-06,11519.15
2018-09-07,11586.05
2018-09-10,11439.5
2018-09-11,11282.0
2018-09-12,11370.2
2018-09-14,11510.75
2018-09-17,11371.6
2018-09-18,11282.25
2018-09-19,11237.15
2018-09-21,11160.55
2018-09-24,10974.7
2018-09-25,11080.05
2018-09-26,11047.05
2018-09-27,10985.95
2018-09-28,10931.75
2018-10-01,11014.6
2018-10-03,10850.45
2018-10-04,10552.7
2018-10-05,10263.55
2018-10-08,10352.75
2018-10-09,10291.8
2018-10-10,10462.7
2018-10-11,10248.3
2018-10-12,10465.2
2018-10-15,10517.7
2018-10-16,10576.45
2018-10-17,10458.45
2018-10-19,10316.55
2018-10-22,10252.55
2018-10-23,10184.35
2018-10-24,10239.9
2018-10-25,10139.3
2018-10-26,10012.65
2018-10-29,10249.05
2018-10-30,10190.2
2018-10-31,10362.0
2018-11-01,10381.15
2018-11-02,10557.2
2018-11-05,10526.15
2018-11-06,10520.4
2018-11-09,10581.55
2018-11-12,10479.55
2018-11-13,10581.2
2018-11-14,10568.15
2018-11-15,10601.35
2018-11-16,10680.85
2018-11-19,10770.35
2018-11-20,10647.55
2018-11-21,10605.3
2018-11-22,10522.3
2018-11-26,10633.05
2018-11-27,10685.25
2018-11-28,10721.55
2018-11-29,10875.85
2018-11-30,10882.8
2018-12-03,10889.8
2018-12-04,10869.7
2018-12-05,10790.35
2018-12-06,10593.95
2018-12-07,10702.2
2018-12-10,10477.3
2018-12-11,10557.9
2018-12-12,10736.9
2018-12-13,10788.5
2018-12-14,10802.35
2018-12-17,10885.05
2018-12-18,10913.85
2018-12-19,10961.2
2018-12-20,10960.5
2018-12-21,10754.85
2018-12-24,10671.95
2018-12-26,10741.95
2018-12-27,10774.5
2018-12-28,10858.9
2018-12-31,10861.85
2019-01-01,10913.95
2019-01-02,10781.9
2019-01-03,10667.7
2019-01-04,10730.7
2019-01-07,10770.65
2019-01-08,10788.6
2019-01-09,10849.8
2019-01-10,10815.75
2019-01-11,10783.55
2019-01-14,10741.05
2019-01-15,10884.55
2019-01-16,10888.6
2019-01-17,10890.1
2019-01-18,10907.35
2019-01-21,10949.4
2019-01-22,10917.45
2019-01-23,10822.15
2019-01-24,10858.95
2019-01-25,10775.45
2019-01-28,10675.8
2019-01-29,10679.1
2019-01-30,10640.25
2019-01-31,10817.35
2019-02-01,10892.75
2019-02-04,10909.05
2019-02-05,10935.65
2019-02-06,11068.45
2019-02-07,11054.4
2019-02-08,10932.6
2019-02-11,10899.9
2019-02-12,10828.4
2019-02-13,10774.25
2019-02-14,10759.8
2019-02-15,10728.8
2019-02-18,10631.3
2019-02-19,10605.15
2019-02-20,10742.25
2019-02-21,10791.95
2019-02-22,10789.7
2019-02-25,10879.15
2019-02-26,10829.0
2019-02-27,10793.9
2019-02-28,10801.8
2019-03-01,10861.65
2019-03-05,10985.7
2019-03-06,11049.1
2019-03-07,11053.05
2019-03-08,11036.6
2019-03-11,11175.85
2019-03-12,11290.2
2019-03-13,11342.35
2019-03-14,11346.8
2019-03-15,11431.85
2019-03-18,11479.45
2019-03-19,11539.9
2019-03-20,11516.65
2019-03-22,11462.6
2019-03-25,11350.75
2019-03-26,11493.0
2019-03-27,11433.8
2019-03-28,11581.5
2019-03-29,11611.4
2019-04-01,11655.6
2019-04-02,11724.95
2019-04-03,11637.7
2019-04-04,11604.55
2019-04-05,11684.1
2019-04-08,11600.45
2019-04-09,11677.2
2019-04-10,11582.75
2019-04-11,11603.0
2019-04-12,11631.55
2019-04-15,11687.65
2019-04-16,11795.3
2019-04-18,11746.85
2019-04-22,11591.4
2019-04-23,11579.2
2019-04-24,11724.75
2019-04-25,11651.5
2019-04-26,11748.7
2019-04-30,11739.1
2019-05-02,11718.8
